,Unnamed: 0,x,y,severity,description,label,normalized_body,normalized_body_tokens
338,338,57.30572,-71.639534,3.6,"For Eclipse Jetty versions <= 9.4.40, <= 10.0.2, <= 11.0.2, if an exception is thrown from the SessionListener#sessionDestroyed() method, then the session ID is not invalidated in the session ID manager. On deployments with clustered sessions and multiple contexts this can result in a session not being invalidated. This can result in an application used on a shared computer being left logged in.",-1,eclipse jetty versions exception thrown sessionlistenersessiondestroyed method session id invalidated session id manager deployments clustered sessions multiple contexts result session invalidated result application used shared computer left logged,"['eclipse', 'jetty', 'versions', 'exception', 'thrown', 'sessionlistenersessiondestroyed', 'method', 'session', 'id', 'invalidated', 'session', 'id', 'manager', 'deployments', 'clustered', 'sessions', 'multiple', 'contexts', 'result', 'session', 'invalidated', 'result', 'application', 'used', 'shared', 'computer', 'left', 'logged']"
339,339,-38.77541,-11.747446,4.0,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",36,eclipse jetty versions thru thru thru versions parsing authority segment http scheme uri jetty httpuri class improperly detects invalid input hostname lead failures proxy scenario,"['eclipse', 'jetty', 'versions', 'thru', 'thru', 'thru', 'versions', 'parsing', 'authority', 'segment', 'http', 'scheme', 'uri', 'jetty', 'httpuri', 'class', 'improperly', 'detects', 'invalid', 'input', 'hostname', 'lead', 'failures', 'proxy', 'scenario']"
340,340,-31.913824,-40.810764,5.3,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",37,jetty java based web server servlet engine affected versions servlets multipart support eg annotated multipartconfig call httpservletrequestgetparameter httpservletrequestgetparts may cause outofmemoryerror client sends multipart request part name filename large content happens even default settings filesizethreshold stream whole part content disk attacker client may send large multipart request server throw outofmemoryerror however server may able recover outofmemoryerror continue service although may take time issue patched versions users advised upgrade users unable upgrade may set multipart parameter maxrequestsize must set nonnegative value whole multipart content limited although still read memory,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'affected', 'versions', 'servlets', 'multipart', 'support', 'eg', 'annotated', 'multipartconfig', 'call', 'httpservletrequestgetparameter', 'httpservletrequestgetparts', 'may', 'cause', 'outofmemoryerror', 'client', 'sends', 'multipart', 'request', 'part', 'name', 'filename', 'large', 'content', 'happens', 'even', 'default', 'settings', 'filesizethreshold', 'stream', 'whole', 'part', 'content', 'disk', 'attacker', 'client', 'may', 'send', 'large', 'multipart', 'request', 'server', 'throw', 'outofmemoryerror', 'however', 'server', 'may', 'able', 'recover', 'outofmemoryerror', 'continue', 'service', 'although', 'may', 'take', 'time', 'issue', 'patched', 'versions', 'users', 'advised', 'upgrade', 'users', 'unable', 'upgrade', 'may', 'set', 'multipart', 'parameter', 'maxrequestsize', 'must', 'set', 'nonnegative', 'value', 'whole', 'multipart', 'content', 'limited', 'although', 'still', 'read', 'memory']"
341,341,13.61652,69.08403,5.3,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",38,jetty java based web server servlet engine nonstandard cookie parsing jetty may allow attacker smuggle cookies within cookies otherwise perform unintended behavior tampering cookie parsing mechanism jetty sees cookie value starts double quote continue read cookie string sees closing quote even semicolon encountered cookie header displaylanguageb jsessionid cd parsed one cookie name displaylanguage value jsessionid cd instead separate cookies security implications say jsessionid httponly cookie displaylanguage cookie value rendered page attacker smuggle jsessionid cookie displaylanguage cookie thereby exfiltrate significant intermediary enacting policy based cookies smuggled cookie bypass policy yet still seen jetty server logging system issue addressed versions beta users advised upgrade known workarounds issue,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'nonstandard', 'cookie', 'parsing', 'jetty', 'may', 'allow', 'attacker', 'smuggle', 'cookies', 'within', 'cookies', 'otherwise', 'perform', 'unintended', 'behavior', 'tampering', 'cookie', 'parsing', 'mechanism', 'jetty', 'sees', 'cookie', 'value', 'starts', 'double', 'quote', 'continue', 'read', 'cookie', 'string', 'sees', 'closing', 'quote', 'even', 'semicolon', 'encountered', 'cookie', 'header', 'displaylanguageb', 'jsessionid', 'cd', 'parsed', 'one', 'cookie', 'name', 'displaylanguage', 'value', 'jsessionid', 'cd', 'instead', 'separate', 'cookies', 'security', 'implications', 'say', 'jsessionid', 'httponly', 'cookie', 'displaylanguage', 'cookie', 'value', 'rendered', 'page', 'attacker', 'smuggle', 'jsessionid', 'cookie', 'displaylanguage', 'cookie', 'thereby', 'exfiltrate', 'significant', 'intermediary', 'enacting', 'policy', 'based', 'cookies', 'smuggled', 'cookie', 'bypass', 'policy', 'yet', 'still', 'seen', 'jetty', 'server', 'logging', 'system', 'issue', 'addressed', 'versions', 'beta', 'users', 'advised', 'upgrade', 'known', 'workarounds', 'issue']"
342,342,-33.347694,-42.58301,5.3,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",37,jetty java based web server servlet engine affected versions servlets multipart support eg annotated multipartconfig call httpservletrequestgetparameter httpservletrequestgetparts may cause outofmemoryerror client sends multipart request part name filename large content happens even default settings filesizethreshold stream whole part content disk attacker client may send large multipart request server throw outofmemoryerror however server may able recover outofmemoryerror continue service although may take time issue patched versions users advised upgrade users unable upgrade may set multipart parameter maxrequestsize must set nonnegative value whole multipart content limited although still read memory,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'affected', 'versions', 'servlets', 'multipart', 'support', 'eg', 'annotated', 'multipartconfig', 'call', 'httpservletrequestgetparameter', 'httpservletrequestgetparts', 'may', 'cause', 'outofmemoryerror', 'client', 'sends', 'multipart', 'request', 'part', 'name', 'filename', 'large', 'content', 'happens', 'even', 'default', 'settings', 'filesizethreshold', 'stream', 'whole', 'part', 'content', 'disk', 'attacker', 'client', 'may', 'send', 'large', 'multipart', 'request', 'server', 'throw', 'outofmemoryerror', 'however', 'server', 'may', 'able', 'recover', 'outofmemoryerror', 'continue', 'service', 'although', 'may', 'take', 'time', 'issue', 'patched', 'versions', 'users', 'advised', 'upgrade', 'users', 'unable', 'upgrade', 'may', 'set', 'multipart', 'parameter', 'maxrequestsize', 'must', 'set', 'nonnegative', 'value', 'whole', 'multipart', 'content', 'limited', 'although', 'still', 'read', 'memory']"
343,343,-22.240904,50.855103,7.8,"In Eclipse Jetty 7.2.2 to 9.4.38, 10.0.0.alpha0 to 10.0.1, and 11.0.0.alpha0 to 11.0.1, CPU usage can reach 100% upon receiving a large invalid TLS frame.",41,eclipse jetty alpha alpha cpu usage reach upon receiving large invalid tls frame,"['eclipse', 'jetty', 'alpha', 'alpha', 'cpu', 'usage', 'reach', 'upon', 'receiving', 'large', 'invalid', 'tls', 'frame']"
344,344,-24.213873,45.216225,4.3,"In Eclipse Jetty 9.4.6.v20170531 to 9.4.36.v20210114 (inclusive), 10.0.0, and 11.0.0 when Jetty handles a request containing multiple Accept headers with a large number of “quality” (i.e. q) parameters, the server may enter a denial of service (DoS) state due to high CPU usage processing those quality values, resulting in minutes of CPU time exhausted processing those quality values.",70,eclipse jetty inclusive jetty handles request containing multiple accept headers large number quality ie parameters server may enter denial service dos state due high cpu usage processing quality values resulting minutes cpu time exhausted processing quality values,"['eclipse', 'jetty', 'inclusive', 'jetty', 'handles', 'request', 'containing', 'multiple', 'accept', 'headers', 'large', 'number', 'quality', 'ie', 'parameters', 'server', 'may', 'enter', 'denial', 'service', 'dos', 'state', 'due', 'high', 'cpu', 'usage', 'processing', 'quality', 'values', 'resulting', 'minutes', 'cpu', 'time', 'exhausted', 'processing', 'quality', 'values']"
345,345,-40.351925,-10.82838,4.0,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",36,eclipse jetty versions thru thru thru versions parsing authority segment http scheme uri jetty httpuri class improperly detects invalid input hostname lead failures proxy scenario,"['eclipse', 'jetty', 'versions', 'thru', 'thru', 'thru', 'versions', 'parsing', 'authority', 'segment', 'http', 'scheme', 'uri', 'jetty', 'httpuri', 'class', 'improperly', 'detects', 'invalid', 'input', 'hostname', 'lead', 'failures', 'proxy', 'scenario']"
346,346,-31.139322,-43.516376,5.3,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",37,jetty java based web server servlet engine affected versions servlets multipart support eg annotated multipartconfig call httpservletrequestgetparameter httpservletrequestgetparts may cause outofmemoryerror client sends multipart request part name filename large content happens even default settings filesizethreshold stream whole part content disk attacker client may send large multipart request server throw outofmemoryerror however server may able recover outofmemoryerror continue service although may take time issue patched versions users advised upgrade users unable upgrade may set multipart parameter maxrequestsize must set nonnegative value whole multipart content limited although still read memory,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'affected', 'versions', 'servlets', 'multipart', 'support', 'eg', 'annotated', 'multipartconfig', 'call', 'httpservletrequestgetparameter', 'httpservletrequestgetparts', 'may', 'cause', 'outofmemoryerror', 'client', 'sends', 'multipart', 'request', 'part', 'name', 'filename', 'large', 'content', 'happens', 'even', 'default', 'settings', 'filesizethreshold', 'stream', 'whole', 'part', 'content', 'disk', 'attacker', 'client', 'may', 'send', 'large', 'multipart', 'request', 'server', 'throw', 'outofmemoryerror', 'however', 'server', 'may', 'able', 'recover', 'outofmemoryerror', 'continue', 'service', 'although', 'may', 'take', 'time', 'issue', 'patched', 'versions', 'users', 'advised', 'upgrade', 'users', 'unable', 'upgrade', 'may', 'set', 'multipart', 'parameter', 'maxrequestsize', 'must', 'set', 'nonnegative', 'value', 'whole', 'multipart', 'content', 'limited', 'although', 'still', 'read', 'memory']"
347,347,21.50429,45.996845,5.0,"In Eclipse Jetty Server, all 9.x versions, on webapps deployed using default Error Handling, when an intentionally bad query arrives that doesn't match a dynamic url-pattern, and is eventually handled by the DefaultServlet's static file serving, the bad characters can trigger a java.nio.file.InvalidPathException which includes the full path to the base resource directory that the DefaultServlet and/or webapp is using. If this InvalidPathException is then handled by the default Error Handler, the InvalidPathException message is included in the error response, revealing the full server path to the requesting system.",33,eclipse jetty server versions webapps deployed using default error handling intentionally bad query arrives match dynamic urlpattern eventually handled defaultservlets static file serving bad characters trigger javaniofileinvalidpathexception includes full path base resource directory defaultservlet andor webapp using invalidpathexception handled default error handler invalidpathexception message included error response revealing full server path requesting system,"['eclipse', 'jetty', 'server', 'versions', 'webapps', 'deployed', 'using', 'default', 'error', 'handling', 'intentionally', 'bad', 'query', 'arrives', 'match', 'dynamic', 'urlpattern', 'eventually', 'handled', 'defaultservlets', 'static', 'file', 'serving', 'bad', 'characters', 'trigger', 'javaniofileinvalidpathexception', 'includes', 'full', 'path', 'base', 'resource', 'directory', 'defaultservlet', 'andor', 'webapp', 'using', 'invalidpathexception', 'handled', 'default', 'error', 'handler', 'invalidpathexception', 'message', 'included', 'error', 'response', 'revealing', 'full', 'server', 'path', 'requesting', 'system']"
348,348,-19.374706,27.085226,6.5,"In Eclipse Jetty versions 9.4.0 through 9.4.8, when using the optional Jetty provided FileSessionDataStore for persistent storage of HttpSession details, it is possible for a malicious user to access/hijack other HttpSessions and even delete unmatched HttpSessions present in the FileSystem's storage for the FileSessionDataStore.",45,eclipse jetty versions using optional jetty provided filesessiondatastore persistent storage httpsession details possible malicious user accesshijack httpsessions even delete unmatched httpsessions present filesystems storage filesessiondatastore,"['eclipse', 'jetty', 'versions', 'using', 'optional', 'jetty', 'provided', 'filesessiondatastore', 'persistent', 'storage', 'httpsession', 'details', 'possible', 'malicious', 'user', 'accesshijack', 'httpsessions', 'even', 'delete', 'unmatched', 'httpsessions', 'present', 'filesystems', 'storage', 'filesessiondatastore']"
349,349,-14.388401,24.276827,4.3,"In Eclipse Jetty version 9.2.26 and older, 9.3.25 and older, and 9.4.15 and older, the server is vulnerable to XSS conditions if a remote client USES a specially formatted URL against the DefaultServlet or ResourceHandler that is configured for showing a Listing of directory contents.",34,eclipse jetty version older older older server xss conditions remote client uses specially formatted url defaultservlet resourcehandler configured showing listing directory contents,"['eclipse', 'jetty', 'version', 'older', 'older', 'older', 'server', 'xss', 'conditions', 'remote', 'client', 'uses', 'specially', 'formatted', 'url', 'defaultservlet', 'resourcehandler', 'configured', 'showing', 'listing', 'directory', 'contents']"
350,350,52.284405,41.60297,5.0,"In Eclipse Jetty version 7.x, 8.x, 9.2.27 and older, 9.3.26 and older, and 9.4.16 and older, the server running on any OS and Jetty version combination will reveal the configured fully qualified directory base resource location on the output of the 404 error for not finding a Context that matches the requested path. The default server behavior on jetty-distribution and jetty-home will include at the end of the Handler tree a DefaultHandler, which is responsible for reporting this 404 error, it presents the various configured contexts as HTML for users to click through to. This produced HTML includes output that contains the configured fully qualified directory base resource location for each context.",35,eclipse jetty version older older older server running os jetty version combination reveal configured fully qualified directory base resource location output error finding context matches requested path default server behavior jettydistribution jettyhome include end handler tree defaulthandler responsible reporting error presents various configured contexts html users click produced html includes output contains configured fully qualified directory base resource location context,"['eclipse', 'jetty', 'version', 'older', 'older', 'older', 'server', 'running', 'os', 'jetty', 'version', 'combination', 'reveal', 'configured', 'fully', 'qualified', 'directory', 'base', 'resource', 'location', 'output', 'error', 'finding', 'context', 'matches', 'requested', 'path', 'default', 'server', 'behavior', 'jettydistribution', 'jettyhome', 'include', 'end', 'handler', 'tree', 'defaulthandler', 'responsible', 'reporting', 'error', 'presents', 'various', 'configured', 'contexts', 'html', 'users', 'click', 'produced', 'html', 'includes', 'output', 'contains', 'configured', 'fully', 'qualified', 'directory', 'base', 'resource', 'location', 'context']"
351,351,-35.325233,20.432978,5.8,"In Eclipse Jetty version 9.4.0.RC0 to 9.4.34.v20201102, 10.0.0.alpha0 to 10.0.0.beta2, and 11.0.0.alpha0 to 11.0.0.beta2, if GZIP request body inflation is enabled and requests from different clients are multiplexed onto a single connection, and if an attacker can send a request with a body that is received entirely but not consumed by the application, then a subsequent request on the same connection will see that body prepended to its body. The attacker will not see any data but may inject data into the body of the subsequent request.",46,eclipse jetty version rc alpha beta alpha beta gzip request body inflation enabled requests different clients multiplexed onto single connection attacker send request body received entirely consumed application subsequent request connection see body prepended body attacker see data may inject data body subsequent request,"['eclipse', 'jetty', 'version', 'rc', 'alpha', 'beta', 'alpha', 'beta', 'gzip', 'request', 'body', 'inflation', 'enabled', 'requests', 'different', 'clients', 'multiplexed', 'onto', 'single', 'connection', 'attacker', 'send', 'request', 'body', 'received', 'entirely', 'consumed', 'application', 'subsequent', 'request', 'connection', 'see', 'body', 'prepended', 'body', 'attacker', 'see', 'data', 'may', 'inject', 'data', 'body', 'subsequent', 'request']"
352,352,-37.023243,-11.943461,4.0,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",36,eclipse jetty versions thru thru thru versions parsing authority segment http scheme uri jetty httpuri class improperly detects invalid input hostname lead failures proxy scenario,"['eclipse', 'jetty', 'versions', 'thru', 'thru', 'thru', 'versions', 'parsing', 'authority', 'segment', 'http', 'scheme', 'uri', 'jetty', 'httpuri', 'class', 'improperly', 'detects', 'invalid', 'input', 'hostname', 'lead', 'failures', 'proxy', 'scenario']"
353,353,-30.913143,-44.68709,5.3,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",37,jetty java based web server servlet engine affected versions servlets multipart support eg annotated multipartconfig call httpservletrequestgetparameter httpservletrequestgetparts may cause outofmemoryerror client sends multipart request part name filename large content happens even default settings filesizethreshold stream whole part content disk attacker client may send large multipart request server throw outofmemoryerror however server may able recover outofmemoryerror continue service although may take time issue patched versions users advised upgrade users unable upgrade may set multipart parameter maxrequestsize must set nonnegative value whole multipart content limited although still read memory,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'affected', 'versions', 'servlets', 'multipart', 'support', 'eg', 'annotated', 'multipartconfig', 'call', 'httpservletrequestgetparameter', 'httpservletrequestgetparts', 'may', 'cause', 'outofmemoryerror', 'client', 'sends', 'multipart', 'request', 'part', 'name', 'filename', 'large', 'content', 'happens', 'even', 'default', 'settings', 'filesizethreshold', 'stream', 'whole', 'part', 'content', 'disk', 'attacker', 'client', 'may', 'send', 'large', 'multipart', 'request', 'server', 'throw', 'outofmemoryerror', 'however', 'server', 'may', 'able', 'recover', 'outofmemoryerror', 'continue', 'service', 'although', 'may', 'take', 'time', 'issue', 'patched', 'versions', 'users', 'advised', 'upgrade', 'users', 'unable', 'upgrade', 'may', 'set', 'multipart', 'parameter', 'maxrequestsize', 'must', 'set', 'nonnegative', 'value', 'whole', 'multipart', 'content', 'limited', 'although', 'still', 'read', 'memory']"
354,354,14.228132,69.193115,5.3,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",38,jetty java based web server servlet engine nonstandard cookie parsing jetty may allow attacker smuggle cookies within cookies otherwise perform unintended behavior tampering cookie parsing mechanism jetty sees cookie value starts double quote continue read cookie string sees closing quote even semicolon encountered cookie header displaylanguageb jsessionid cd parsed one cookie name displaylanguage value jsessionid cd instead separate cookies security implications say jsessionid httponly cookie displaylanguage cookie value rendered page attacker smuggle jsessionid cookie displaylanguage cookie thereby exfiltrate significant intermediary enacting policy based cookies smuggled cookie bypass policy yet still seen jetty server logging system issue addressed versions beta users advised upgrade known workarounds issue,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'nonstandard', 'cookie', 'parsing', 'jetty', 'may', 'allow', 'attacker', 'smuggle', 'cookies', 'within', 'cookies', 'otherwise', 'perform', 'unintended', 'behavior', 'tampering', 'cookie', 'parsing', 'mechanism', 'jetty', 'sees', 'cookie', 'value', 'starts', 'double', 'quote', 'continue', 'read', 'cookie', 'string', 'sees', 'closing', 'quote', 'even', 'semicolon', 'encountered', 'cookie', 'header', 'displaylanguageb', 'jsessionid', 'cd', 'parsed', 'one', 'cookie', 'name', 'displaylanguage', 'value', 'jsessionid', 'cd', 'instead', 'separate', 'cookies', 'security', 'implications', 'say', 'jsessionid', 'httponly', 'cookie', 'displaylanguage', 'cookie', 'value', 'rendered', 'page', 'attacker', 'smuggle', 'jsessionid', 'cookie', 'displaylanguage', 'cookie', 'thereby', 'exfiltrate', 'significant', 'intermediary', 'enacting', 'policy', 'based', 'cookies', 'smuggled', 'cookie', 'bypass', 'policy', 'yet', 'still', 'seen', 'jetty', 'server', 'logging', 'system', 'issue', 'addressed', 'versions', 'beta', 'users', 'advised', 'upgrade', 'known', 'workarounds', 'issue']"
355,355,-35.537117,-20.09141,7.5,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), HTTP/0.9 is handled poorly. An HTTP/1 style request line (i.e. method space URI space version) that declares a version of HTTP/0.9 was accepted and treated as a 0.9 request. If deployed behind an intermediary that also accepted and passed through the 0.9 version (but did not act on it), then the response sent could be interpreted by the intermediary as HTTP/1 headers. This could be used to poison the cache if the server allowed the origin client to generate arbitrary content in the response.",47,eclipse jetty versions older configurations nondefault configuration rfc compliance enabled http handled poorly http style request line ie method space uri space version declares version http accepted treated request deployed behind intermediary also accepted passed version act response sent could interpreted intermediary http headers could used poison cache server allowed origin client generate arbitrary content response,"['eclipse', 'jetty', 'versions', 'older', 'configurations', 'nondefault', 'configuration', 'rfc', 'compliance', 'enabled', 'http', 'handled', 'poorly', 'http', 'style', 'request', 'line', 'ie', 'method', 'space', 'uri', 'space', 'version', 'declares', 'version', 'http', 'accepted', 'treated', 'request', 'deployed', 'behind', 'intermediary', 'also', 'accepted', 'passed', 'version', 'act', 'response', 'sent', 'could', 'interpreted', 'intermediary', 'http', 'headers', 'could', 'used', 'poison', 'cache', 'server', 'allowed', 'origin', 'client', 'generate', 'arbitrary', 'content', 'response']"
356,356,-35.45141,27.726046,9.8,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), transfer-encoding chunks are handled poorly. The chunk length parsing was vulnerable to an integer overflow. Thus a large chunk size could be interpreted as a smaller chunk size and content sent as chunk body could be interpreted as a pipelined request. If Jetty was deployed behind an intermediary that imposed some authorization and that intermediary allowed arbitrarily large chunks to be passed on unchanged, then this flaw could be used to bypass the authorization imposed by the intermediary as the fake pipelined request would not be interpreted by the intermediary as a request.",39,eclipse jetty versions older configurations nondefault configuration rfc compliance enabled transferencoding chunks handled poorly chunk length parsing integer overflow thus large chunk size could interpreted smaller chunk size content sent chunk body could interpreted pipelined request jetty deployed behind intermediary imposed authorization intermediary allowed arbitrarily large chunks passed unchanged could used bypass authorization imposed intermediary fake pipelined request would interpreted intermediary request,"['eclipse', 'jetty', 'versions', 'older', 'configurations', 'nondefault', 'configuration', 'rfc', 'compliance', 'enabled', 'transferencoding', 'chunks', 'handled', 'poorly', 'chunk', 'length', 'parsing', 'integer', 'overflow', 'thus', 'large', 'chunk', 'size', 'could', 'interpreted', 'smaller', 'chunk', 'size', 'content', 'sent', 'chunk', 'body', 'could', 'interpreted', 'pipelined', 'request', 'jetty', 'deployed', 'behind', 'intermediary', 'imposed', 'authorization', 'intermediary', 'allowed', 'arbitrarily', 'large', 'chunks', 'passed', 'unchanged', 'could', 'used', 'bypass', 'authorization', 'imposed', 'intermediary', 'fake', 'pipelined', 'request', 'would', 'interpreted', 'intermediary', 'request']"
357,357,-32.237877,9.531476,9.8,"In Eclipse Jetty Server, versions 9.2.x and older, 9.3.x (all non HTTP/1.x configurations), and 9.4.x (all HTTP/1.x configurations), when presented with two content-lengths headers, Jetty ignored the second. When presented with a content-length and a chunked encoding header, the content-length was ignored (as per RFC 2616). If an intermediary decided on the shorter length, but still passed on the longer body, then body content could be interpreted by Jetty as a pipelined request. If the intermediary was imposing authorization, the fake pipelined request would bypass that authorization. Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2017-7658 for details",40,eclipse jetty server versions older non httpx configurations httpx configurations presented two contentlengths headers jetty ignored second presented contentlength chunked encoding header contentlength ignored per rfc intermediary decided shorter length still passed longer body body content could interpreted jetty pipelined request intermediary imposing authorization fake pipelined request would bypass authorization sonatypes research suggests cves details differ defined nvd see details,"['eclipse', 'jetty', 'server', 'versions', 'older', 'non', 'httpx', 'configurations', 'httpx', 'configurations', 'presented', 'two', 'contentlengths', 'headers', 'jetty', 'ignored', 'second', 'presented', 'contentlength', 'chunked', 'encoding', 'header', 'contentlength', 'ignored', 'per', 'rfc', 'intermediary', 'decided', 'shorter', 'length', 'still', 'passed', 'longer', 'body', 'body', 'content', 'could', 'interpreted', 'jetty', 'pipelined', 'request', 'intermediary', 'imposing', 'authorization', 'fake', 'pipelined', 'request', 'would', 'bypass', 'authorization', 'sonatypes', 'research', 'suggests', 'cves', 'details', 'differ', 'defined', 'nvd', 'see', 'details']"
